Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.57.141-54.68.174.162-50064-443-6,192.168.57.141,50064.0,54.68.174.162,443.0,6.0,07/03/2025 03:30:25 PM,312584.0,2.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,76.77936170757302,9.597420213446629,156292.0,220917.129005426,312504.0,80.0,312584.0,312584.0,0.0,312584.0,312584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,6.398280142297751,3.199140071148876,0.0,24.0,6.0,12.0,144.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50111-53-6,192.168.57.141,50111.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:28 PM,156407.0,5.0,5.0,32.0,271.0,32.0,0.0,6.4,14.310835055998654,270.0,0.0,54.2,120.63664451566946,1937.253447735716,63.935757351013706,17378.555555555555,27884.43790948237,80388.0,74.0,153006.0,38251.5,61982.77903579348,130994.0,1448.0,147833.0,36958.25,36499.45934188615,80388.0,4050.0,0.0,0.0,0.0,0.0,112.0,112.0,31.967878675506853,31.967878675506853,0.0,270.0,27.54545454545455,80.98069354650357,6557.872727272727,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,30.3,6.4,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50112-53-6,192.168.57.141,50112.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:28 PM,197614.0,4.0,5.0,32.0,237.0,32.0,0.0,8.0,16.0,236.0,0.0,47.4,105.43149434585472,1361.239588288279,45.543331950165474,24701.75,48070.51330448992,139482.0,84.0,190531.0,63510.333333333336,101434.00125368877,180565.0,1446.0,189178.0,47294.5,64524.93216062558,139482.0,1328.0,0.0,0.0,0.0,0.0,92.0,112.0,20.241480866740208,25.301851083425262,0.0,236.0,26.9,74.15067243270435,5498.322222222222,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,29.88888888888889,8.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50112-53-6,192.168.57.141,50112.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:28 PM,1012.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.284584980237,1012.0,0.0,1012.0,1012.0,1012.0,1012.0,0.0,1012.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1976.284584980237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-13.69.109.130-50113-443-6,192.168.57.141,50113.0,13.69.109.130,443.0,6.0,07/03/2025 03:30:29 PM,713680.0,15.0,12.0,3222.0,6140.0,1420.0,0.0,214.79999999999995,412.8199538366748,1420.0,0.0,511.6666666666667,670.5077225957998,13117.92399955162,37.83208160520121,27449.23076923077,45978.02580738559,167792.0,0.0,713680.0,50977.142857142855,63409.68345469149,183673.0,0.0,637732.0,57975.63636363637,62911.69161494981,168679.0,0.0,0.0,0.0,0.0,0.0,324.0,252.0,21.01782311400068,16.814258491200537,0.0,1420.0,334.35714285714283,545.5115991084926,297582.9047619048,1.0,2.0,1.0,13.0,26.0,0.0,0.0,0.0,0.0,346.7407407407408,214.8,511.6666666666667,0.0,0.0,0.0,9362.0,16.0,14700.0,0.0,0.0,0.0,0.0,65535.0,16385.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50115-53-6,192.168.57.141,50115.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,236306.0,5.0,5.0,34.0,108.0,34.0,0.0,6.8,15.20526224699857,107.0,0.0,21.6,47.742015039166496,600.9157617665231,42.31801139200867,26256.222222222223,39192.62011137357,109529.0,100.0,231755.0,57938.75,76060.90814768123,163664.0,305.0,173359.0,43339.75,49324.33403081418,109529.0,4706.0,0.0,0.0,0.0,0.0,112.0,112.0,21.159005696004336,21.159005696004336,0.0,107.0,12.90909090909091,32.82211006457247,1077.2909090909093,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,14.2,6.8,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50114-53-6,192.168.57.141,50114.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,237532.0,6.0,6.0,34.0,50.0,32.0,0.0,5.666666666666666,12.925427136720344,49.0,0.0,8.333333333333334,19.926531726988184,353.636562652611,50.519508950373,21593.81818181818,36671.751422091045,111333.0,150.0,234782.0,46956.4,69513.6525676791,161262.0,168.0,172178.0,34435.6,47272.85164658464,111333.0,1151.0,0.0,0.0,0.0,0.0,132.0,124.0,25.2597544751865,25.2597544751865,0.0,49.0,6.461538461538462,15.511368866175678,240.6025641025641,2.0,2.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,7.0,5.666666666666667,8.333333333333334,0.0,0.0,0.0,84.0,4.0,500.0,0.0,0.0,0.0,0.0,65535.0,65535.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50118-53-6,192.168.57.141,50118.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,216080.0,6.0,6.0,47.0,177.0,45.0,0.0,7.833333333333334,18.22544009528073,176.0,0.0,29.5,71.77116412599143,1036.653091447612,55.53498704183636,19643.636363636364,37147.64299191196,119000.0,0.0,213760.0,42752.0,77530.26749921608,179931.0,33.0,188353.0,37670.6,51478.688569154525,119000.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,27.76749352091818,27.76749352091818,0.0,176.0,17.230769230769234,49.28345538168944,2428.858974358974,2.0,2.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,18.666666666666668,7.833333333333333,29.5,0.0,0.0,0.0,224.0,4.0,1219.0,0.0,0.0,0.0,0.0,65535.0,86.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50122-53-6,192.168.57.141,50122.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,215371.0,5.0,5.0,34.0,316.0,34.0,0.0,6.8,15.20526224699857,315.0,0.0,63.2,140.76114520704925,1625.1027297082708,46.43150656309345,23930.11111111111,39953.90930323479,119266.0,35.0,211792.0,52948.0,85204.4356748325,179678.0,166.0,189462.0,47365.5,53981.70944866419,119266.0,5475.0,0.0,0.0,0.0,0.0,112.0,112.0,23.215753281546725,23.215753281546725,0.0,315.0,31.81818181818182,94.4699086289578,8924.563636363635,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,35.0,6.8,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50116-53-6,192.168.57.141,50116.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,253262.0,6.0,6.0,40.0,89.0,38.0,0.0,6.666666666666667,15.370968306084906,88.0,0.0,14.833333333333334,35.84643171456075,509.35394966477406,47.38176275951387,23023.818181818184,39518.89438943904,120081.0,32.0,248639.0,49727.8,77554.18511402205,179952.0,32.0,189939.0,37987.8,51580.067213023285,120081.0,83.0,0.0,0.0,0.0,0.0,132.0,132.0,23.69088137975693,23.69088137975693,0.0,88.0,9.923076923076923,25.678984723120507,659.4102564102565,2.0,2.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,10.75,6.666666666666667,14.833333333333334,0.0,0.0,0.0,129.0,4.0,702.0,0.0,0.0,0.0,0.0,65535.0,86.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50120-53-6,192.168.57.141,50120.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,218657.0,5.0,5.0,29.0,87.0,29.0,0.0,5.8,12.96919426949878,86.0,0.0,17.4,38.35101041693687,530.5112573574137,45.73372908253566,24295.222222222223,40086.61933793425,120347.0,48.0,212538.0,53134.5,85152.75388970107,179764.0,226.0,192400.0,48100.0,53833.64737782496,120347.0,5786.0,0.0,0.0,0.0,0.0,112.0,112.0,22.86686454126783,22.86686454126783,0.0,86.0,10.545454545454543,26.48533041652921,701.4727272727273,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,11.6,5.8,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50123-53-6,192.168.57.141,50123.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,257545.0,4.0,2.0,34.0,0.0,34.0,0.0,8.5,17.0,0.0,0.0,0.0,0.0,132.01576423537634,23.296899570948764,51509.0,97638.9351514036,224773.0,186.0,254798.0,84932.66666666667,121987.8615942313,224773.0,365.0,228071.0,228071.0,0.0,228071.0,228071.0,0.0,0.0,0.0,0.0,92.0,44.0,15.531266380632507,7.7656331903162545,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.666666666666667,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50121-53-6,192.168.57.141,50121.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,258097.0,4.0,2.0,29.0,0.0,29.0,0.0,7.25,14.5,0.0,0.0,0.0,0.0,112.36085657717834,23.24707377458862,51619.4,99169.47935378102,227797.0,39.0,255759.0,85253.0,124204.71550227069,227797.0,280.0,230454.0,230454.0,0.0,230454.0,230454.0,0.0,0.0,0.0,0.0,92.0,44.0,15.49804918305908,7.74902459152954,0.0,29.0,4.142857142857142,10.960969717267588,120.14285714285712,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.833333333333333,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50119-53-6,192.168.57.141,50119.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,259854.0,4.0,2.0,47.0,0.0,47.0,0.0,11.75,23.5,0.0,0.0,0.0,0.0,180.87079667813467,23.08988893763421,51970.8,99088.7568682744,227884.0,158.0,257486.0,85828.66666666667,123860.87025502983,227884.0,423.0,230833.0,230833.0,0.0,230833.0,230833.0,0.0,0.0,0.0,0.0,92.0,44.0,15.39325929175614,7.696629645878071,0.0,47.0,6.714285714285715,17.764330231433682,315.5714285714286,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.833333333333333,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50117-53-6,192.168.57.141,50117.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:30 PM,313282.0,4.0,2.0,40.0,0.0,40.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,127.68049233597844,19.152073850396768,62656.4,105854.55190401593,245442.0,154.0,310770.0,103590.0,127025.30664399122,245442.0,354.0,248462.0,248462.0,0.0,248462.0,248462.0,0.0,0.0,0.0,0.0,92.0,44.0,12.768049233597845,6.384024616798922,0.0,40.0,5.714285714285714,15.118578920369089,228.57142857142856,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.666666666666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50125-53-6,192.168.57.141,50125.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,403877.0,6.0,5.0,88.0,128.0,44.0,0.0,14.666666666666668,22.721502297750177,127.0,0.0,25.6,56.6859771019253,534.8162930793286,27.23601492533618,40387.7,72428.95856561794,226850.0,137.0,397707.0,79541.4,103646.46398117012,226850.0,478.0,388622.0,97155.5,95889.83307421074,230591.0,6705.0,0.0,0.0,0.0,0.0,132.0,104.0,14.85600814109246,12.38000678424372,0.0,127.0,18.0,38.27413083153021,1464.909090909091,2.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,19.63636363636364,14.666666666666666,25.6,0.0,0.0,0.0,216.0,4.0,566.0,0.0,0.0,0.0,0.0,65535.0,65535.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50124-53-6,192.168.57.141,50124.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,421272.0,6.0,5.0,88.0,108.0,44.0,0.0,14.666666666666668,22.721502297750177,107.0,0.0,21.6,47.742015039166496,465.2576007899884,26.11139596270344,42127.2,75960.7642021707,243698.0,203.0,410665.0,82133.0,104850.6620794547,243698.0,417.0,391934.0,97983.5,103962.65054175306,247046.0,11488.0,0.0,0.0,0.0,0.0,132.0,104.0,14.242579616020054,11.868816346683378,0.0,107.0,16.333333333333336,33.194559612665266,1101.8787878787882,2.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,17.818181818181817,14.666666666666666,21.6,0.0,0.0,0.0,196.0,4.0,516.0,0.0,0.0,0.0,0.0,65535.0,65535.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50131-53-6,192.168.57.141,50131.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,137798.0,5.0,5.0,35.0,200.0,35.0,0.0,7.0,15.652475842498529,199.0,0.0,40.0,88.88475684840455,1705.3948533360426,72.56999375898053,15310.888888888883,28313.792590557543,79614.0,80.0,135292.0,33823.0,63007.624401072826,128318.0,766.0,135273.0,33818.25,37408.081376221366,79614.0,3090.0,0.0,0.0,0.0,0.0,112.0,112.0,36.284996879490265,36.284996879490265,0.0,199.0,21.363636363636363,59.83857071700949,3580.6545454545458,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,23.5,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50132-53-6,192.168.57.141,50132.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,169609.0,6.0,6.0,35.0,87.0,33.0,0.0,5.833333333333333,13.332916660156046,86.0,0.0,14.499999999999998,35.029987153865754,719.3014521635055,70.75096250788577,15419.0,34584.9996356802,109756.0,0.0,166459.0,33291.8,72153.2032254979,162343.0,41.0,166423.0,33284.6,48420.3876770932,109756.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,35.37548125394289,35.37548125394289,0.0,86.0,9.384615384615383,24.740447522018343,612.0897435897435,2.0,2.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,10.166666666666666,5.833333333333333,14.5,0.0,0.0,0.0,122.0,4.0,735.0,0.0,0.0,0.0,0.0,65535.0,86.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50133-53-6,192.168.57.141,50133.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,157057.0,5.0,5.0,35.0,200.0,35.0,0.0,7.0,15.652475842498529,199.0,0.0,40.0,88.88475684840455,1496.2720540950102,63.671151238085535,17450.777777777777,31873.966041182328,93591.0,109.0,152878.0,38219.5,69015.63924454611,141656.0,597.0,149712.0,37428.0,42548.004089498725,93591.0,3809.0,0.0,0.0,0.0,0.0,112.0,112.0,31.835575619042768,31.835575619042768,0.0,199.0,21.363636363636363,59.83857071700949,3580.6545454545458,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,23.5,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50134-53-6,192.168.57.141,50134.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,160690.0,5.0,5.0,40.0,56.0,40.0,0.0,8.0,17.88854381999832,55.0,0.0,11.2,24.48877293781785,597.423610678947,62.23162611239032,17854.444444444445,33333.22764941579,100200.0,34.0,157377.0,39344.25,69627.63464973276,143688.0,413.0,153260.0,38315.0,45436.47065959239,100200.0,3687.0,0.0,0.0,0.0,0.0,112.0,112.0,31.11581305619516,31.11581305619516,0.0,55.0,8.727272727272728,19.46325208741288,378.8181818181818,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,9.6,8.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50135-53-6,192.168.57.141,50135.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,171942.0,5.0,5.0,40.0,100.0,40.0,0.0,8.0,17.88854381999832,99.0,0.0,20.0,44.16446535394717,814.2280536459969,58.159146688999776,19104.666666666668,36166.58981712265,105675.0,124.0,169782.0,42445.5,77661.7819715721,158867.0,503.0,164942.0,41235.5,48831.36701274431,105675.0,2980.0,0.0,0.0,0.0,0.0,112.0,112.0,29.079573344499888,29.079573344499888,0.0,99.0,12.727272727272728,31.016417939829573,962.0181818181818,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,14.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50137-53-6,192.168.57.141,50137.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,167523.0,5.0,5.0,37.0,62.0,37.0,0.0,7.4,16.546903033498445,61.0,0.0,12.4,27.17167642969421,590.963628874841,59.69329584594354,18613.666666666668,36552.231532424936,108456.0,88.0,163742.0,40935.5,76882.7619409362,156232.0,470.0,165163.0,41290.75,49352.20736282556,108456.0,3599.0,0.0,0.0,0.0,0.0,112.0,112.0,29.84664792297177,29.84664792297177,0.0,61.0,9.0,20.4939015319192,420.0,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,9.9,7.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50136-53-6,192.168.57.141,50136.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,180960.0,5.0,5.0,37.0,53.0,37.0,0.0,7.4,16.546903033498445,52.0,0.0,10.6,23.147354060453647,497.3474801061008,55.260831122900086,20106.666666666668,39569.49936820025,114572.0,83.0,178524.0,44631.0,84679.12429479495,171632.0,325.0,177481.0,44370.25,53271.71718886111,114572.0,2609.0,0.0,0.0,0.0,0.0,112.0,112.0,27.630415561450043,27.630415561450043,0.0,52.0,8.181818181818182,18.26919911664538,333.76363636363635,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,9.0,7.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50138-53-6,192.168.57.141,50138.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,251611.0,5.0,5.0,56.0,186.0,56.0,0.0,11.2,25.043961347997648,185.0,0.0,37.2,82.62384643672793,961.802146964958,39.7438903704528,27956.777777777774,61852.26929098434,189432.0,49.0,248526.0,62131.5,116725.84739322592,237179.0,270.0,246739.0,61684.75,87074.27132961454,189432.0,5150.0,0.0,0.0,0.0,0.0,112.0,112.0,19.8719451852264,19.8719451852264,0.0,185.0,22.0,56.60212010163577,3203.8,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,24.2,11.2,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50139-53-6,192.168.57.141,50139.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:31 PM,259114.0,5.0,5.0,56.0,246.0,56.0,0.0,11.2,25.043961347997648,245.0,0.0,49.2,109.45638400751233,1165.5101615505143,38.59305170697068,28790.44444444445,64590.33884821922,197583.0,58.0,255647.0,63911.75,121035.78270185228,245439.0,705.0,255389.0,63847.25,90827.66235890548,197583.0,6762.0,0.0,0.0,0.0,0.0,112.0,112.0,19.29652585348534,19.29652585348534,0.0,245.0,27.454545454545457,74.0747779427838,5487.072727272728,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,30.2,11.2,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-216.58.205.46-50140-443-6,192.168.57.141,50140.0,216.58.205.46,443.0,6.0,07/03/2025 03:30:32 PM,240404.0,10.0,12.0,1799.0,8818.0,1412.0,0.0,179.9,443.9155199910101,1412.0,0.0,734.8333333333333,677.3855936054755,44163.15868288381,91.51262042228916,11447.809523809528,25040.397717726148,70492.0,0.0,240404.0,26711.555555555555,40497.20796583116,100107.0,0.0,173126.0,15738.727272727274,28742.770604417765,71220.0,0.0,0.0,0.0,0.0,0.0,212.0,276.0,41.59664564649506,49.91597477579408,0.0,1412.0,461.6086956521739,629.6973832456374,396518.7944664032,1.0,2.0,1.0,6.0,21.0,0.0,0.0,0.0,1.0,482.59090909090907,179.9,734.8333333333334,0.0,0.0,0.0,10617.0,10.0,61531.0,0.0,0.0,0.0,0.0,65535.0,1048.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50143-53-6,192.168.57.141,50143.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:32 PM,143520.0,5.0,5.0,32.0,125.0,32.0,0.0,6.4,14.310835055998654,124.0,0.0,25.0,55.344376408086845,1093.9241917502786,69.67670011148272,15946.666666666666,23271.46590784517,64099.0,77.0,138296.0,34574.0,52422.6244605641,111717.0,316.0,140470.0,35117.5,26843.886175440395,64099.0,2673.0,0.0,0.0,0.0,0.0,112.0,112.0,34.83835005574136,34.83835005574136,0.0,124.0,14.272727272727272,37.63001703186144,1416.0181818181818,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,15.7,6.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.57.141-192.168.57.205-50144-53-6,192.168.57.141,50144.0,192.168.57.205,53.0,6.0,07/03/2025 03:30:32 PM,145708.0,5.0,5.0,32.0,181.0,32.0,0.0,6.4,14.310835055998654,180.0,0.0,36.2,80.38781002117175,1461.8277651192795,68.6304115079474,16189.777777777776,27739.96819923276,75349.0,78.0,141243.0,35310.75,64390.61081852954,131849.0,271.0,141254.0,35313.5,35859.465719202606,75349.0,4212.0,0.0,0.0,0.0,0.0,112.0,112.0,34.3152057539737,34.3152057539737,0.0,180.0,19.363636363636363,54.1299782510075,2930.0545454545454,2.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,21.3,6.4,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535.0,86.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
